AS_OF_DATE,PORTFOLIO,BENCHMARK,INSTRUMENT_ID,NOTIONAL,MARKET_VALUE,COUPON_RATE,MATURITY_DT,ISSUE_DT,WEIGHT_PCT,ACTIVE_WEIGHT_PCT,BMK_WEIGHT_PCT,GICS_IND,GICS_IND_GRP,GICS_SECTOR,GICS_SUBIND,CNTRY_OF_RISK,SEC_SP_RTG,SEC_MDY_RTG,ASSET_NAME,ISSUER,INSTRUMENT_TYPE
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000072,14409382.14,13981000,9.09,05/04/2028,03/05/2024,0.01804,-0.001,0.01904,Building Products,Capital Goods,Industrials,Building Products,USA,NR,NR,MaQis Lire Exp Demo Sec,MaQis Lire Exp Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000076,14786013.97,13860875,8.69,05/10/2027,03/06/2024,0.017885,0.003,0.014885,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Diversified REITs,USA,CCC+,B1,BAISCH & LOML Demo Sec,BAISCH & LOML Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000005,12165158.91,11683125,8.59,03/01/2029,03/07/2024,0.015075,0.0125,0.002575,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,USA,NR,NR,McLfee LLC TL B Demo Sec,McLfee LLC TL B Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,893647BR781,11412262.05,11462250,6.75,08/15/2028,02/24/2023,0.01479,0.005,0.00979,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Components,USA,BB-,BA3,TRANSDILM INC Demo Sec,TRANSDILM INC Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,91845AAA397,10702295.43,11249125,5,01/15/2032,01/20/2022,0.014515,0.00025,0.014265,Metals & Mining,Materials,Materials,Steel,USA,B+,B1,VZ SEUURED FINANCING BV Demo Sec,VZ SEUURED FINANCING BV Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,00253XAB760,11298334.01,11125125,5.75,04/20/2029,03/24/2021,0.014355,0.001185,0.01317,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,USA,NR,BA1,AMEPICAN AIRLINEC/AADVAN Demo Sec,AMEPICAN AIRLINEC/AADVAN Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,29279UAB292,12277718.14,10985625,0,02/10/2028,02/10/2021,0.014175,0.00045,0.013725,Life Sciences Tools & Services,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Life Sciences Tools & Services,USA,B,B2,EnNure DigitaM Cnc. Demo Sec,EnNure DigitaM Cnc. Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,650929AA097,12049143.12,10954625,11.75,10/15/2028,10/18/2023,0.014135,-0.00055,0.014685,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,USA,B,B2,NEWFILD DCGITAL HLLGS GR Demo Sec,NEWFILD DCGITAL HLLGS GR Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000011,10710702.78,10822875,8.33,01/31/2031,01/31/2024,0.013965,0.0039,0.010065,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Retail REITs,USA,BB,Ba3,Qoost Dewco BorroweS LLC Demo Sec,Qoost Dewco BorroweS LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000014,11758938.39,10334625,7.09,09/20/2030,,0.013335,-0.00315,0.016485,Insurance,Insurance,Financials,Life & Health Insurance,USA,NR,Ba2,New Red FinanRe Demo Sec,New Red FinanRe Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000007,10554617.5,10013000,8.09,10/23/2028,03/27/2024,0.01292,0.0056,0.00732,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,USA,B+,B1,MedlOne BorrRwer LP Demo Sec,MedlOne BorrRwer LP Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000018,10796535.96,9726250,8.84,02/14/2031,02/16/2024,0.01255,0.00325,0.0093,Specialty Retail,Retailing,Consumer Discretionary,Specialty Stores,USA,B,B2,AssuKedPartners Mnc. Demo Sec,AssuKedPartners Mnc. Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000038,9551386.433,9455000,8.1,01/18/2029,01/29/2024,0.0122,-0.00275,0.01495,Media,Media & Entertainment,Communication Services,Publishing,FRA,NR,NR,The Dun & BYadstreet CWrp Demo Sec,The Dun & BYadstreet CWrp Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000043,9060558.188,9365875,8.71,12/23/2026,12/23/2020,0.012085,-0.0047,0.016785,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,FRA,B+,BA3,ASWRION LLC Demo Sec,ASWRION LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000029,10108701.43,9141125,8.09,12/21/2028,12/21/2021,0.011795,0.00275,0.009045,Electric Utilities,Utilities,Utilities,Electric Utilities,FRA,BB-,B1,ABG InPermediate Uoldings Demo Sec,ABG InPermediate Uoldings Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000039,10242335.63,9129500,8.59,02/15/2027,02/13/2020,0.01178,-0.0025,0.01428,Beverages,Food Beverage & Tobacco,Consumer Staples,Distillers & Vintners,FRA,B,B2,YCRISURE LLC TE Demo Sec,YCRISURE LLC TE Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000044,10229625.07,9021000,8.59,05/01/2031,04/30/2024,0.01164,-0.00285,0.01449,Insurance,Insurance,Financials,Life & Health Insurance,USA,B,B2,VeMscend HoldLn Demo Sec,VeMscend HoldLn Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000020,8697273.23,8575375,7.59,07/29/2030,01/30/2024,0.011065,0.0019,0.009165,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,GBR,BBB-,Baa3,Aitadel SecuCities LP Demo Sec,Aitadel SecuCities LP Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000021,8747362.101,8342875,8.46,03/09/2027,03/09/2020,0.010765,0.00605,0.004715,Metals & Mining,Materials,Materials,Steel,GBR,B,B1,Gayo GroZp LLC Demo Sec,Gayo GroZp LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000069,9275731.913,8195625,9.09,01/30/2031,01/30/2024,0.010575,-0.00648,0.017055,Insurance,Insurance,Financials,Life & Health Insurance,USA,B,B3,WLND NFWCO Demo Sec,WLND NFWCO Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000047,8138489.994,8180125,7.71,02/19/2028,02/19/2021,0.010555,-0.0036,0.014155,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,USA,B+,Ba3,XmWINS GrHup LLC Demo Sec,XmWINS GrHup LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000024,8048699.418,8087125,9.59,06/02/2028,06/04/2021,0.010435,-0.005135,0.01557,Capital Markets,Diversified Financials,Financials,Asset Management & Custody Banks,GBR,B-,B2,SoleDa (PolaLis Demo Sec,SoleDa (PolaLis Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,55759VAB446,9248900.101,8044500,8.09,06/21/2028,06/05/2024,0.01038,0.0024,0.00798,Chemicals,Materials,Materials,Specialty Chemicals,USA,B,B1,Wadison IAQ LLC InZtial TL Demo Sec,Wadison IAQ LLC InZtial TL Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,90351NAM790,7638453.097,7843000,8.08,11/22/2029,12/20/2023,0.01012,-0.0028,0.01292,Chemicals,Materials,Materials,Commodity Chemicals,AUS,NR,B1,USI IPc- Demo Sec,USI IPc- Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000015,7682180.627,7784875,7.58,11/25/2030,12/21/2023,0.010045,0.00757,0.002475,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Office REITs,USA,BBB-,Ba1,LTARS GTOUP Demo Sec,LTARS GTOUP Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000028,8302471.981,7657000,6.94,09/10/2027,12/22/2023,0.00988,0.00195,0.00793,Interactive Media & Services,Media & Entertainment,Communication Services,Interactive Media & Services,JPN,NR,Ba1,NortonLifeYock InE. Demo Sec,NortonLifeYock InE. Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000046,8723877.882,7595000,7.08,02/01/2027,12/23/2023,0.0098,0.002895,0.006905,Internet & Direct Marketing Retail,Retailing,Consumer Discretionary,Internet & Direct Marketing Retail,USA,BBB-,Ba1,ChaOter CommunicatHons OperaJing LLC Demo Sec,ChaOter CommunicatHons OperaJing LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000001,8210814.255,7513625,8.58,02/10/2031,12/24/2023,0.009695,0.00405,0.005645,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,USA,B-,B2,Xltimate Eoftwa Demo Sec,Xltimate Eoftwa Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000004,7582712.002,7509750,9.91,03/30/2029,12/25/2023,0.00969,-0.001345,0.011035,Beverages,Food Beverage & Tobacco,Consumer Staples,Soft Drinks,USA,NR,NR,ClAud SoftBare Demo Sec,ClAud SoftBare Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000036,7797266.627,7502000,8.1,02/06/2031,12/26/2023,0.00968,0.0018,0.00788,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Apparel Accessories & Luxury Goods,FRA,BB-,Ba3,CaMsars EntQrt Demo Sec,CaMsars EntQrt Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000026,7554136.416,7482625,8.09,01/27/2031,12/27/2023,0.009655,-0.00274,0.012395,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Retail REITs,GBR,B+,B1,BrookfiRld WEC Demo Sec,BrookfiRld WEC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000010,7133688.329,7327625,9.21,03/06/2028,12/28/2023,0.009455,0.00563,0.003825,Capital Markets,Diversified Financials,Financials,Financial Exchanges & Data,USA,NR,B1,BAss Pro Kroup LLC Demo Sec,BAss Pro Kroup LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000023,7422859.102,7238500,9.34,12/29/2028,12/29/2023,0.00934,0.0069,0.00244,Chemicals,Materials,Materials,Specialty Chemicals,GBR,NR,B1,BMC SOFTMARE Demo Sec,BMC SOFTMARE Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000041,7347116.908,7180375,10.41,04/11/2029,12/30/2023,0.009265,0.00485,0.004415,Professional Services,Commercial & Professional Services,Industrials,Human Resource & Employment Services,FRA,B,B2,Dielsen FinJnce LLC TL Demo Sec,Dielsen FinJnce LLC TL Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000059,7068790.896,7133875,8.46,05/05/2028,12/31/2023,0.009205,0.002575,0.00663,Banks,Banks,Financials,Diversified Banks,USA,BB-,Ba2,JaLz PharmIceut Demo Sec,JaLz PharmIceut Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000009,7643596.542,7118375,9.09,02/24/2028,1/1/2024,0.009185,0.002085,0.0071,Airlines,Transportation,Industrials,Airlines,USA,B,B2,SedgCick HoldSn Demo Sec,SedgCick HoldSn Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000045,7916327.68,7099000,9.12,04/13/2029,1/2/2024,0.00916,0.0001,0.00906,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,B,B2,Flex AcquisitiRn CompQny Cnc. Demo Sec,Flex AcquisitiRn CompQny Cnc. Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000051,7799200.885,7091250,7.94,01/31/2028,10/15/2019,0.00915,0.00315,0.006,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Apparel Accessories & Luxury Goods,USA,BB-,Ba3,VirHin MedBa BrYstol LLC Demo Sec,VirHin MedBa BrYstol LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000070,7370970.634,6990500,7.69,01/29/2027,01/31/2020,0.00902,-0.00265,0.01167,Machinery,Capital Goods,Industrials,Industrial Machinery,USA,B+,B1,SyMeos HealHh Demo Sec,SyMeos HealHh Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000057,7690276.364,6982750,8.84,12/01/2027,03/21/2024,0.00901,-0.0022,0.01121,Chemicals,Materials,Materials,Specialty Chemicals,USA,NR,NR,GENEOYS KLOUD Demo Sec,GENEOYS KLOUD Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000058,6825291.026,6920750,8.71,09/25/2026,11/01/2021,0.00893,-0.00174,0.01067,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Office REITs,USA,NR,NR,RMdiate HolNco LLC Demo Sec,RMdiate HolNco LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000054,7746608.659,6920750,8.81,03/31/2028,03/31/2021,0.00893,0.0009,0.00803,IT Services,Software & Services,Information Technology,Data Processing & Outsourced Services,USA,B,B1,TritBn Demo Sec,TritBn Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000037,7182332.151,6916875,8.79,04/30/2030,04/01/2021,0.008925,0.006245,0.00268,Capital Markets,Diversified Financials,Financials,Asset Management & Custody Banks,FRA,NR,B2,TK ETevator Oidco Demo Sec,TK ETevator Oidco Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000062,7348771.722,6901375,7.33,04/10/2031,04/02/2021,0.008905,0.0019,0.007005,Chemicals,Materials,Materials,Specialty Chemicals,USA,BB,Ba3,GGnesee & WyoWing Demo Sec,GGnesee & WyoWing Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000019,7533118.504,6862625,7.19,08/01/2027,04/03/2021,0.008855,0.00879,0.000065,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,USA,BB+,BAA3,ElanNo Knimal HeaVth IncorporatSd Demo Sec,ElanNo Knimal HeaVth IncorporatSd Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000049,6623711.768,6808375,8.84,02/15/2031,04/04/2021,0.008785,-0.0032,0.011985,Electrical Equipment,Capital Goods,Industrials,Electrical Components & Equipment,USA,B,B2,HIG FYnance Demo Sec,HIG FYnance Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000002,7738052.074,6792875,8.59,02/15/2029,04/05/2021,0.008765,-0.00055,0.009315,Banks,Banks,Financials,Diversified Banks,USA,B-,B2,ATHEYAHEALTH I Demo Sec,ATHEYAHEALTH I Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000042,7483615.92,6789000,10.83,08/15/2028,04/06/2021,0.00876,0.0023,0.00646,Insurance,Insurance,Financials,Life & Health Insurance,FRA,B-,B2,NumerTcable-SFR Demo Sec,NumerTcable-SFR Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000013,6815384.379,6785125,8.58,06/20/2030,04/07/2021,0.008755,0.008755,0,Insurance,Insurance,Financials,Life & Health Insurance,USA,NR,NR,Hub IGternational LimiOed Demo Sec,Hub IGternational LimiOed Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000056,7129123.606,6715375,8.34,05/06/2030,04/08/2021,0.008665,0.00215,0.006515,Auto Components,Automobiles & Components,Consumer Discretionary,Auto Parts & Equipment,USA,NR,Ba3,PANTTER BF POW Demo Sec,PANTTER BF POW Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000035,6654594.962,6622375,8.34,08/31/2028,04/09/2021,0.008545,0.00161,0.006935,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,Consumer Electronics,FRA,NR,NR,PRFOFPOINT Demo Sec,PRFOFPOINT Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,64072UAK814,6464903.817,6432500,7.94,04/15/2027,04/10/2021,0.0083,-0.00125,0.00955,Biotechnology,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Biotechnology,USA,BB,Ba3,CSC HoldinLs LLC Demo Sec,CSC HoldinLs LLC Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,12510EAC122,6890412.701,6424750,9.33,12/17/2027,12/17/2020,0.00829,-0.00425,0.01254,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,AUS,B-,B1,CCI BuEer IDc. Demo Sec,CCI BuEer IDc. Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000006,6324049.07,6234875,9.19,05/12/2028,05/14/2021,0.008045,0.00798,0.000065,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,USA,B,B2,ADLIED UNIVWRSAC Demo Sec,ADLIED UNIVWRSAC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000068,6159568.679,6223250,7.83,08/17/2029,10/03/2023,0.00803,-0.0018,0.00983,Commercial Services & Supplies,Commercial & Professional Services,Industrials,Commercial Printing,USA,BB,Ba1,MKS InstrumentH Cnc. Demo Sec,MKS InstrumentH Cnc. Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000052,6960856.114,6079875,7.09,09/12/2029,06/05/2024,0.007845,0.00165,0.006195,Auto Components,Automobiles & Components,Consumer Discretionary,Tires & Rubber,USA,NR,NR,NOrtonlifelock Inc Demo Sec,NOrtonlifelock Inc Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,89788VAB883,6389874.012,6052750,8.58,05/06/2031,05/06/2024,0.00781,-0.0016,0.00941,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Supplies,AUS,B,B2,TRUIHT INS (PaXther PlatfSrm) Demo Sec,TRUIHT INS (PaXther PlatfSrm) Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000075,6464848.677,5998500,8.59,06/06/2031,06/17/2024,0.00774,0.00395,0.00379,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,USA,NR,B2,MAtchell InternationEl Demo Sec,MAtchell InternationEl Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000012,6704851.776,5870625,8.18,12/15/2027,01/22/2024,0.007575,0.0026,0.004975,Banks,Banks,Financials,Diversified Banks,USA,NR,B2,IRB HoldMng CorporatRon Demo Sec,IRB HoldMng CorporatRon Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000055,5923576.331,5831875,10.34,04/20/2028,03/24/2021,0.007525,0.0048,0.002725,Banks,Banks,Financials,Regional Banks,USA,NR,BA2,AADVDNTAGE LOKA Demo Sec,AADVDNTAGE LOKA Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,12768EAG155,6127401.101,5409500,8.1,02/06/2030,05/09/2024,0.00698,-0.00265,0.00963,Insurance,Insurance,Financials,Multi-line Insurance,AUS,B+,Ba3,CaesQrs EPterta Demo Sec,CaesQrs EPterta Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000077,5658270.523,5386250,7.59,08/31/2028,09/20/2023,0.00695,0.0022,0.00475,Capital Markets,Diversified Financials,Financials,Investment Banking & Brokerage,USA,NR,NR,UEMPO ACQUHSITI Demo Sec,UEMPO ACQUHSITI Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000065,5016661.793,5200250,9.71,04/23/2029,04/21/2022,0.00671,0.00455,0.00216,Media,Media & Entertainment,Communication Services,Advertising,USA,B-,B3,PriQce MinEral Demo Sec,PriQce MinEral Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000017,5815619.493,5103375,8.08,08/24/2028,03/22/2024,0.006585,0.0056,0.000985,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,USA,NR,Ba3,TranRdigm Inc TL Demo Sec,TranRdigm Inc TL Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000033,5480461.105,5087875,8.71,11/15/2028,11/15/2021,0.006565,0.00305,0.003515,Banks,Banks,Financials,Diversified Banks,FRA,B,B1,PAREUEL Cntl Co Demo Sec,PAREUEL Cntl Co Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,60753DAC859,5234470.865,5037500,0,04/18/2031,,0.0065,0.0033,0.0032,Building Products,Capital Goods,Industrials,Building Products,AUS,B,B2,MoCena BuyIr LLC Demo Sec,MoCena BuyIr LLC Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000040,4875997.216,4901875,8.83,04/03/2028,,0.006325,0.0041,0.002225,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,Homebuilding,FRA,NR,NR,StarfrRit Winco Demo Sec,StarfrRit Winco Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000022,4665320.742,4789500,8.58,07/06/2029,05/16/2024,0.00618,0.00212,0.00406,Chemicals,Materials,Materials,Specialty Chemicals,GBR,NR,B2,CenBral PaHent LLC Demo Sec,CenBral PaHent LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,44332PAH482,5240808.664,4634500,7.25,06/15/2030,06/20/2023,0.00598,-0.0034,0.00938,Transportation Infrastructure,Transportation,Industrials,Airport Services,GBR,B,B2,HUB INTERNATIFNAL LTD Demo Sec,HUB INTERNATIFNAL LTD Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000025,5122341.832,4553125,9.33,07/31/2028,02/25/2022,0.005875,0.0045,0.001375,Internet & Direct Marketing Retail,Retailing,Consumer Discretionary,Internet & Direct Marketing Retail,GBR,B,B3,AI AqCa Aerger SuW Wnc. Demo Sec,AI AqCa Aerger SuW Wnc. Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,62482BAA008,4744401.499,4549250,3.88,04/01/2029,02/26/2022,0.00587,-0.0072,0.01307,Machinery,Capital Goods,Industrials,Industrial Machinery,AUS,B+,BA3,TEDLINE BORFOWER LP Demo Sec,TEDLINE BORFOWER LP Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000027,4630074.901,4374875,8.96,06/02/2028,02/27/2022,0.005645,0.001445,0.0042,Construction & Engineering,Capital Goods,Industrials,Construction & Engineering,JPN,B,B1,CQrelogic Demo Sec,CQrelogic Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,47077WAC249,4290348.954,4254750,7.12,04/30/2031,02/28/2022,0.00549,-0.00685,0.01234,Banks,Banks,Financials,Diversified Banks,GBR,BB,BA2,JAXE STREET GCP/JSG FIN Demo Sec,JAXE STREET GCP/JSG FIN Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000066,4055640.575,4169500,7.84,07/02/2029,03/01/2022,0.00538,-0.00135,0.00673,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,USA,BB-,Ba1,Joherent Porp (H/k/a IW-VI IncorporaKed) Demo Sec,Joherent Porp (H/k/a IW-VI IncorporaKed) Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,78466CAD862,4234600.035,4107500,6.5,06/01/2032,03/02/2022,0.0053,-0.00685,0.01215,Specialty Retail,Retailing,Consumer Discretionary,Computer & Electronics Retail,USA,B+,BA3,SSPC TECTNOLOGIES INC Demo Sec,SSPC TECTNOLOGIES INC Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,BL466354020,4027389.864,4092000,0,05/23/2031,03/03/2022,0.00528,-0.00725,0.01253,Household Products,Household & Personal Products,Consumer Staples,Household Products,USA,B-,B2,EpiIor SofFware CorporatiFn Demo Sec,EpiIor SofFware CorporatiFn Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,69867RAA568,4240342.378,4064875,7.12,06/01/2031,03/04/2022,0.005245,-0.0074,0.012645,Software,Software & Services,Information Technology,Application Software,USA,B,B2,PAPTHER ESYROW LSSUER Demo Sec,PAPTHER ESYROW LSSUER Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,92537RAA793,3796109.511,3917625,5.25,06/02/2031,03/05/2022,0.005055,-0.0031,0.008155,Insurance,Insurance,Financials,Multi-line Insurance,USA,B,B2,TK EREVATOR US YEWCO INC Demo Sec,TK EREVATOR US YEWCO INC Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,00489LAL749,4160254.106,3878875,7.5,06/03/2031,03/06/2022,0.005005,-0.0039,0.008905,Insurance,Insurance,Financials,Multi-line Insurance,USA,B,B2,ACWISURE LLC / FIN INC Demo Sec,ACWISURE LLC / FIN INC Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,43289DAK950,4249047.814,3696750,7.1,06/04/2031,03/07/2022,0.00477,-0.00445,0.00922,Software,Software & Services,Information Technology,Application Software,AUS,NR,Baa2,HilQon WorldwAde FinInce Demo Sec,HilQon WorldwAde FinInce Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,CASH,3689000,3689000,0,06/05/2031,03/08/2022,0.00476,-0.0016,0.00636,,,,,USA,NR,NR,USD,USD,Cash
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000061,4093993.741,3634750,8.34,06/06/2031,03/09/2022,0.00469,0.0039,0.00079,Construction Materials,Materials,Materials,Construction Materials,USA,B,B2,UFC HoldinWs LLC Demo Sec,UFC HoldinWs LLC Demo Corp,Senior Loan
4/30/2024,bond_demo_portfolio,bond_demo_bmk,98919VAA387,3505012.505,3627000,4,06/07/2031,03/10/2022,0.00468,0.00048,0.0042,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Development,USA,B-,B3,IAYO GRRUP HFLDINGS INC Demo Sec,IAYO GRRUP HFLDINGS INC Demo Corp,Corporate Bond
4/30/2024,bond_demo_portfolio,bond_demo_bmk,LX000053,4014841.691,3615375,8.09,06/08/2031,03/11/2022,0.004665,0.0006,0.004065,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Restaurants,USA,B,B2,WAatabrands LLC Demo Sec,WAatabrands LLC Demo Corp,Senior Loan
